log_id,case_id,source,format_family,outcome_class,record_validity,entity_type,entity_type_validity,email_address,email_address_validity,resource_url,resource_url_validity,event_timestamp,event_timestamp_validity,tool,tool_validity,latitude,latitude_validity,longitude,longitude_validity,ip_address,ip_address_validity,action_phrase,action_phrase_validity,status,status_validity,secondary_values,scenario_tags,notes
3780,GEN-03667,generated,F5,SUCCESS,VALID,API_CLIENT,VALID,integration.cobalt@partners.example.net,VALID,https://api.example.com/api/v2/shipments?status=in_transit,VALID,2026/06/23 16:31:04,VALID,insomnia/8.6.1,VALID,12.9727,VALID,77.6267,VALID,192.0.2.102,VALID,Access granted,VALID,SUCCESS,VALID,,coordinates_decimal;resource_https_api;timestamp_no_timezone;timestamp_style_ymd_slash,
3781,GEN-03668,generated,F2,SUCCESS,VALID,CUSTOMER,VALID,kenji_wilson@customers.example.net,VALID,https://shop.example.org/checkout,VALID,2026-06-10T15:12:19Z,VALID,,MISSING,N51.549,VALID,W0.146,VALID,2001:0db8:f2de:6769:7411:fd20:b6ed:53f9,VALID,was granted access to,VALID,OK,VALID,,coordinates_hemi_prefix;entity_bracket_prefix;ipv6_full;resource_https_shop;sentence_template_A;timestamp_style_iso_z,
3782,GEN-03669,generated,F2,DECLINED,VALID,Customer,VALID,chen.sharma@shop.example.org,VALID,/returns/16735,VALID,02/06/2026 08:42:37 PM,VALID,Firefox/125.0,VALID,N1.3795657,VALID,,MISSING,2001:db8::6c1c,VALID,attempted unauthorized access to,VALID,403 Forbidden,VALID,,ambiguous_day_month_order;coordinates_hemi_prefix;coordinates_partial;ipv6_short;resource_relative_shop;sentence_template_A;timestamp_no_timezone;timestamp_style_us_12h,
3783,GEN-03670,generated,F5,NEUTRAL,VALID,SERVICE_ACCOUNT,VALID,svc-deploy@infra.example.internal,VALID,https://vault.corp.example.com/secrets/staging,VALID,01-01-2026 22:12,VALID,OpenSSH_9.6p1,VALID,"40°44'46.6""N",VALID,"73°57'51.6""W",VALID,192.168.207.224,VALID,MFA challenge,VALID,CHALLENGE,VALID,,coordinates_dms;resource_https_internal;timestamp_no_timezone;timestamp_style_dmy_hm,
3784,GEN-03671,generated,F2,DECLINED,VALID,Customer,VALID,meera.sato+ops@shop.example.org,VALID,/cart,VALID,21/Mar/2026:17:16:56 +1000,VALID,MobileSafari/17.4.1,VALID,-33.8229,VALID,151.2338,VALID,10.104.139.118,VALID,was denied access to,VALID,403 Forbidden,VALID,,coordinates_decimal;email_plus_tag;resource_relative_shop;sentence_template_A;timestamp_style_apache,
3785,GEN-03672,generated,F1,SUCCESS,VALID,USER,VALID,fatima-sato@mail.example.org,VALID,https://portal.corp.example.com/reports/q2,VALID,1778341202,VALID,Safari/17.4.1,VALID,19.083983,VALID,72.879979,VALID,192.168.43.87,VALID,Authenticated successfully,VALID,,MISSING,,compact_delimiters;coordinates_decimal;resource_https_portal;timestamp_style_epoch_s,
3786,GEN-03673,generated,F1,SUCCESS,VALID,ADMIN,VALID,liam.v.sato@hq.example.net,VALID,https://admin.corp.example.com/iam/roles,VALID,2026-03-11T04:00:40Z,VALID,Chrome/124.0.6367.91,VALID,,MISSING,,MISSING,192.168.108.200,VALID,ACCESS GRANTED,VALID,ALLOWED,VALID,,email_angle_wrapper;resource_https_admin;timestamp_style_iso_z,
3787,GEN-03674,generated,F4,DECLINED,VALID,API Client,VALID,integration.orbit@partners.example.net,VALID,https://api.example.com/api/v2/orders/12103?expand=items,VALID,2026-01-29 10:08:34.266,VALID,python-requests/2.31.0,VALID,12.9761582,VALID,77.5927726,VALID,2001:db8:bbde:a5f1::353b,VALID,Blocked by WAF policy,VALID,403,VALID,client_port=3939,coordinates_combined_field;coordinates_decimal;email_in_remote_user_slot;entity_multi_word;ip_with_port;ipv6_compressed;resource_https_api;timestamp_no_timezone;timestamp_style_space_ms,
3788,GEN-03675,generated,F1,DECLINED,VALID,CUSTOMER,VALID,daniel.brown@example.com,VALID,https://shop.example.org/checkout,VALID,1781983804713,VALID,Edge/124.0.2478.67,VALID,-23.5851,VALID,-46.6367,VALID,2001:0db8:8df6:2b2e:4e53:1a5e:f82b:47c4,VALID,Access denied,VALID,FAILED,VALID,,coordinates_decimal;ipv6_full;resource_https_shop;timestamp_style_epoch_ms,
3789,GEN-03676,generated,F4,SUCCESS,VALID,USER,VALID,elena.santos@mail.example.org,VALID,https://portal.corp.example.com/leave/apply?id=5654,VALID,2026-05-24 16:47:12.711,VALID,-,PLACEHOLDER,12.9251038,VALID,77.5839944,VALID,192.168.24.23,VALID,Session started,VALID,302,VALID,,coordinates_combined_field;coordinates_decimal;email_in_remote_user_slot;resource_https_portal;timestamp_no_timezone;timestamp_style_space_ms,
3790,GEN-03677,generated,F4,DECLINED,VALID,USER,VALID,agarcia@corp.example.com,VALID,-,PLACEHOLDER,2026-01-02 07:49:59.222,VALID,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",VALID,40.7299,VALID,-74.0431,VALID,203.0.113.35,VALID,Unauthorized,VALID,-,PLACEHOLDER,,coordinates_combined_field;coordinates_decimal;email_angle_wrapper;timestamp_no_timezone;timestamp_style_space_ms;user_agent_full,
3791,GEN-03678,generated,F2,SUCCESS,VALID,Admin,VALID,sofia.dlamini+audit@corp.example.com,VALID,/etc/ssh/sshd_config,VALID,16/Jun/2026:10:19:06 +0300,VALID,,MISSING,,MISSING,,MISSING,192.0.2.32,VALID,logged in to,VALID,SUCCESS,VALID,,email_plus_tag;resource_linux;sentence_template_A;timestamp_style_apache,
3792,GEN-03679,generated,F1,DECLINED,VALID,SERVICE_ACCOUNT,VALID,ci-runner-12@build.example.internal,VALID,db://prod/payments,VALID,2026-04-08T13:22:22-03:00,VALID,Ansible 2.16.4,VALID,-23.5096,VALID,-46.6119,VALID,172.27.113.177,VALID,ACCESS DENIED,VALID,DENIED,VALID,,coordinates_decimal;resource_db;timestamp_style_iso_offset,
3793,GEN-03680,generated,F5,DECLINED,VALID,,MISSING,meera5755@corp.example.com,VALID,/reports/q2,VALID,20260511T103452,VALID,Safari/17.4.1,VALID,"35°40'48.0""N",VALID,"139°40'12.0""E",VALID,192.168.206.164,VALID,Declined by policy,VALID,REJECTED,VALID,,coordinates_dms;resource_relative_portal;timestamp_no_timezone;timestamp_style_compact,
3794,GEN-03681,generated,F4,SUCCESS,VALID,User,VALID,daniel.li67@corp.example.com,VALID,https://portal.corp.example.com/reports/weekly,VALID,2026-02-20 23:57:18.695,VALID,-,PLACEHOLDER,,MISSING,,MISSING,192.0.2.150,VALID,Authorized,VALID,200,VALID,,email_angle_wrapper;resource_https_portal;timestamp_no_timezone;timestamp_style_space_ms,
3795,GEN-03682,generated,F3,SUCCESS,VALID,user,VALID,noah.rossi76@hq.example.net,VALID,https://portal.corp.example.com/reports/q2,VALID,2026-02-17T02:36:44.601Z,VALID,Chrome/124.0.6367.91,VALID,-23.5291,VALID,-46.6495,VALID,198.51.100.114,VALID,permitted,VALID,ALLOWED,VALID,,coordinates_combined_string;coordinates_decimal;resource_https_portal;syslog_rfc5424;timestamp_style_iso_ms_z,
3796,GEN-03683,generated,F1,DECLINED,VALID,API_CLIENT,VALID,integration.cobalt@partners.example.net,VALID,https://api.example.com/api/v1/users/89607/roles,VALID,2026-01-12 18:00:33,VALID,insomnia/8.6.1,VALID,"23°33'15.1""S",VALID,"46°35'42.0""W",VALID,2001:db8:762d:28ce::1339,VALID,Authentication failed,VALID,FAIL,VALID,,compact_delimiters;coordinates_dms;ipv6_compressed;resource_https_api;timestamp_no_timezone;timestamp_style_space,
3797,GEN-03684,generated,F2,DECLINED,VALID,Guest,VALID,,MISSING,/public/brochure.pdf,VALID,2026-04-09T10:39:39Z,VALID,Edge/124.0.2478.67,VALID,51.502486,VALID,-0.131290,VALID,203.0.113.101,VALID,failed to authenticate to,VALID,FAIL,VALID,,coordinates_decimal;email_absent_anonymous;resource_relative_public;resource_trailing_punctuation;sentence_template_C;timestamp_style_iso_z,
3798,GEN-03685,generated,F2,SUCCESS,VALID,Customer,VALID,,MISSING,/returns/59399,VALID,2026-01-07T17:52:15Z,VALID,Safari/17.4.1,VALID,,MISSING,,MISSING,2001:0db8:c3cb:df03:075c:2daf:cf78:cd42,VALID,logged in to,VALID,SUCCESS,VALID,,email_absent_anonymous;ipv6_full;resource_relative_shop;sentence_template_B;timestamp_style_iso_z,
3799,GEN-03686,generated,F3,DECLINED,VALID,user,VALID,dokafor@eu.corp.example.com,VALID,https://portal.corp.example.com:8443/dashboard,VALID,Jan 31 07:27:19,VALID,Edge/124.0.2478.67,VALID,,MISSING,,MISSING,192.168.236.208,VALID,blocked by policy,VALID,DENIED,VALID,,resource_https_portal;syslog_rfc3164;timestamp_no_timezone;timestamp_no_year;timestamp_style_syslog,
3800,GEN-03687,generated,F1,SUCCESS,VALID,CUSTOMER,VALID,MEERA.IVANOVA@SHOP.EXAMPLE.ORG,VALID,/orders/96459,VALID,1781120332,VALID,MobileSafari/17.4.1,VALID,18.55882,VALID,73.85917,VALID,192.0.2.202,VALID,Permission granted,VALID,PASS,VALID,,coordinates_decimal;email_angle_wrapper;email_uppercase;resource_relative_shop;timestamp_style_epoch_s,
3801,GEN-03688,generated,F3,DECLINED,VALID,user,VALID,wei.smith+alerts@corp.example.com,VALID,https://portal.corp.example.com/timesheets,VALID,Apr 26 14:53:31,VALID,Edge/124.0.2478.67,VALID,18.4870,VALID,73.8594,VALID,192.168.214.185,VALID,forbidden,VALID,403,VALID,,coordinates_decimal;coordinates_json_object;email_plus_tag;json_spaced;resource_https_portal;status_numeric_json;syslog_rfc3164;timestamp_no_timezone;timestamp_no_year;timestamp_style_syslog,
3802,GEN-03689,generated,F1,DECLINED,INVALID,ADMIN,VALID,@hq.example.net,INVALID,/admin/billing/export,VALID,1772320994133,VALID,MobileSafari/17.4.1,VALID,1.3622,VALID,103.7914,VALID,192.0.2.123,VALID,Login failed,VALID,401,VALID,,coordinates_decimal;email_invalid_missing_local_part;resource_relative_admin;timestamp_style_epoch_ms,
3803,GEN-03690,generated,F1,DECLINED,VALID,USER,VALID,priya.iyer+ops@corp.example.com,VALID,https://portal.corp.example.com/projects/alpha?id=4965,VALID,1775664275353,VALID,Firefox/124.0.2,VALID,-1.33,VALID,36.81,VALID,192.168.73.76,VALID,Access denied,VALID,403,VALID,,coordinates_combined_field;coordinates_decimal;email_plus_tag;resource_https_portal;timestamp_style_epoch_ms,
3804,GEN-03691,generated,F1,SUCCESS,VALID,guest,VALID,guest_2575@example.com,VALID,https://portal.corp.example.com/wiki/Onboarding,VALID,2026-05-03T12:06:02+05:30,VALID,Safari/17.4.1,VALID,13.020,VALID,77.569,VALID,2001:db8:ccc0:17c4::ba9d,VALID,Request allowed,VALID,ALLOWED,VALID,,compact_delimiters;coordinates_combined_field;coordinates_decimal;ipv6_compressed;resource_https_portal;timestamp_style_iso_offset,
3805,GEN-03692,generated,F1,NEUTRAL,VALID,user,VALID,,MISSING,https://portal.corp.example.com:8443/payslips#section-3,VALID,2026-05-29T01:08:45.220Z,VALID,Chrome/123.0.6312.122,VALID,-22.9444,VALID,-43.1928,VALID,2001:db8::d182,VALID,Upstream error,VALID,ERROR,VALID,,coordinates_decimal;ipv6_short;resource_https_portal;timestamp_style_iso_ms_z,
3806,GEN-03693,generated,F4,DECLINED,VALID,Admin,VALID,rohan.g.okafor@corp.example.com,VALID,https://admin.corp.example.com/admin/users?page=10,VALID,2026-05-05 03:03:18.971,VALID,OpenSSH_9.6p1,VALID,40.6982,VALID,-74.0538,VALID,::ffff:192.0.2.251,VALID,Blocked by WAF policy,VALID,403,VALID,,coordinates_decimal;coordinates_wkt_lon_lat_order;email_angle_wrapper;ipv6_ipv4_mapped;resource_https_admin;timestamp_no_timezone;timestamp_style_space_ms,
3807,GEN-03694,generated,F3,DECLINED,VALID,customer,VALID,PRIYA.RAO@SHOP.EXAMPLE.ORG,VALID,https://shop.example.org/returns/92933,VALID,2026-01-26T08:37:53.180Z,VALID,null,PLACEHOLDER,12.95586,VALID,77.60456,VALID,198.51.100.238,VALID,forbidden,VALID,403,VALID,,coordinates_decimal;coordinates_json_object;email_uppercase;resource_https_shop;status_numeric_json;syslog_rfc5424;timestamp_style_iso_ms_z,
3808,EC-114,curated,F1,NONE,VALID,USER,VALID,kavya.iyer@corp.example.com,VALID,https://portal.corp.example.com/dashboard,VALID,2026-05-02T10:00:00Z,VALID,Firefox/125.0,VALID,,MISSING,,MISSING,192.168.4.21,VALID,,MISSING,SUCCESS,VALID,,action_absent,
3809,GEN-03695,generated,F4,SUCCESS,VALID,API Client,VALID,-,PLACEHOLDER,/api/v1/users/86173/roles,VALID,2026-04-02 08:59:05.000,VALID,Go-http-client/1.1,VALID,-23.5132414,VALID,-46.6097262,VALID,2001:0db8:0cc3:9f5a:f719:ed5c:fb0c:dfd5,VALID,Login successful,VALID,302,VALID,client_port=4570,coordinates_decimal;coordinates_wkt_lon_lat_order;entity_multi_word;ip_with_port;ipv6_full;resource_relative_api;timestamp_no_timezone;timestamp_style_space_ms,
3810,GEN-03696,generated,F1,SUCCESS,VALID,USER,VALID,anita.rao+test@mail.example.org,VALID,https://portal.corp.example.com/projects/alpha,VALID,2026-06-12T14:07:19+05:30,VALID,Chrome/123.0.6312.122,VALID,12.9514184,VALID,77.5885307,VALID,10.171.225.95,VALID,ACCESS GRANTED,VALID,,MISSING,,coordinates_decimal;email_plus_tag;empty_value;resource_https_portal;timestamp_style_iso_offset,
3811,GEN-03697,generated,F1,SUCCESS,VALID,-,PLACEHOLDER,kenji.tanaka89@corp.example.com,VALID,D:\Backups\SQL\prod_2026-01-17.bak,VALID,2026-06-17T05:23:56.688Z,VALID,Firefox/124.0.2,VALID,-23.58464,VALID,-46.59667,VALID,192.168.140.26,VALID,Permission granted,VALID,200,VALID,,coordinates_decimal;date_in_resource;resource_windows;timestamp_style_iso_ms_z,
3812,GEN-03698,generated,F3,DECLINED,VALID,customer,VALID,kenji.haddad+test@example.com,VALID,https://shop.example.org/orders/20616,VALID,2026-01-13T04:49:51.503Z,VALID,MobileSafari/17.4.1,VALID,51.556163,VALID,-0.159528,VALID,2001:db8:1ff4:3dd::50f7,VALID,login failed,VALID,FAIL,VALID,,coordinates_combined_string;coordinates_decimal;email_plus_tag;ipv6_compressed;resource_https_shop;syslog_rfc5424;timestamp_style_iso_ms_z,
3813,GEN-03699,generated,F5,DECLINED,VALID,USER,VALID,priya.zhang@corp.example.com,VALID,/documents/policies,VALID,20260511T104947,VALID,Edge/124.0.2478.67,VALID,18.47756,VALID,73.81544,VALID,172.27.123.162,VALID,Request blocked,VALID,REJECTED,VALID,,coordinates_decimal;resource_relative_portal;timestamp_no_timezone;timestamp_style_compact,
3814,GEN-03700,generated,F4,SUCCESS,VALID,USER,VALID,wsantos@eu.corp.example.com,VALID,/reports/q1,VALID,2026-05-28 15:35:48.201,VALID,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.2478.67",VALID,18.5537,VALID,73.8140,VALID,172.26.58.52,VALID,Request allowed,VALID,200,VALID,ip_like_in_tool=124.0.0.0,coordinates_combined_field;coordinates_decimal;email_in_remote_user_slot;ip_like_in_tool;resource_relative_portal;timestamp_no_timezone;timestamp_style_space_ms;user_agent_full,
3815,GEN-03701,generated,F5,DECLINED,VALID,API_CLIENT,VALID,integration.redwood@partners.example.net,VALID,https://api.example.com/api/v2/search?q=annual%20report%202025,VALID,2026/01/24 03:14:29,VALID,curl/8.4.0,VALID,35.6891099,VALID,139.6149388,VALID,192.0.2.211,VALID,Request blocked,VALID,DENIED,VALID,,coordinates_decimal;resource_https_api;resource_percent_encoded;timestamp_no_timezone;timestamp_style_ymd_slash,
3816,GEN-03702,generated,F1,DECLINED,VALID,,MISSING,lucas_fernandes@corp.example.com,VALID,https://portal.corp.example.com/wiki/Onboarding?id=5528,VALID,2026-02-25T08:14:03Z,VALID,MobileSafari/17.4.1,VALID,51.4728,VALID,-0.1241,VALID,203.0.113.227,VALID,ACCESS DENIED,VALID,FAILED,VALID,,coordinates_decimal;email_angle_wrapper;resource_https_portal;timestamp_style_iso_z,
3817,GEN-03703,generated,F1,SUCCESS,VALID,guest,VALID,visitor.9642@guest.example.org,VALID,https://portal.corp.example.com/calendar,VALID,2026-06-24T17:35:53.980Z,VALID,Chrome/123.0.6312.122,VALID,40.6792,VALID,-74.0214,VALID,10.147.191.187,VALID,access granted,VALID,201,VALID,,coordinates_decimal;resource_https_portal;timestamp_style_iso_ms_z,
3818,GEN-03704,generated,F1,SUCCESS,VALID,guest,VALID,visitor.2950@guest.example.org,VALID,https://portal.corp.example.com/documents/policies,VALID,2026-04-28T23:45:27+05:30,VALID,-,PLACEHOLDER,19.10851,VALID,72.86189,VALID,192.168.173.35,VALID,Request allowed,VALID,ALLOWED,VALID,,coordinates_decimal;email_mailto_wrapper;resource_https_portal;timestamp_style_iso_offset,
3819,GEN-03705,generated,F1,DECLINED,VALID,user,VALID,LUCAS.WILSON@CORP.EXAMPLE.COM,VALID,https://portal.corp.example.com/timesheets,VALID,2026-04-07T19:32:22.861Z,VALID,MobileSafari/17.4.1,VALID,18.499,VALID,73.888,VALID,192.0.2.63,VALID,Unauthorized attempt,VALID,REJECTED,VALID,,coordinates_decimal;email_uppercase;resource_https_portal;timestamp_style_iso_ms_z,
3820,GEN-03706,generated,F1,DECLINED,VALID,USER,VALID,wei.wilson@example.com,VALID,/reports/q2,VALID,2026-06-14T13:14:11+09:00,VALID,Chrome/123.0.6312.122,VALID,,MISSING,N/A,PLACEHOLDER,172.22.248.197,VALID,Login failed,VALID,FAIL,VALID,,resource_relative_portal;timestamp_style_iso_offset,
3821,GEN-03707,generated,F4,SUCCESS,VALID,Customer,VALID,daniel.fernandes+2026@shop.example.org,VALID,https://shop.example.org/wishlist,VALID,18/Jun/2026:08:30:41 +0530,VALID,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",VALID,19.0404,VALID,72.8732,VALID,192.0.2.184,VALID,Request allowed,VALID,200,VALID,referer_url=https://admin.corp.example.com/users/60601/edit,coordinates_combined_field;coordinates_decimal;email_in_remote_user_slot;email_plus_tag;referer_url_present;resource_https_shop;timestamp_style_apache;user_agent_full,
3822,EC-115,curated,F4,NEUTRAL,VALID,USER,VALID,grace.andersen@corp.example.com,VALID,/sso/mfa/verify,VALID,03/May/2026:09:00:00 +0000,VALID,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",VALID,,MISSING,,MISSING,192.0.2.61,VALID,MFA challenge,VALID,401,VALID,referer_url=https://sso.example.com/login,action_neutral;email_in_remote_user_slot;referer_url_present;user_agent_full,
3823,GEN-03708,generated,F1,SUCCESS,VALID,API Client,VALID,api-client-4900@partners.example.net,VALID,/api/v2/orders/62103?expand=items,VALID,1773080671,VALID,curl/8.4.0,VALID,12.96,VALID,77.55,VALID,192.0.2.31,VALID,Permission granted,VALID,ALLOWED,VALID,,coordinates_decimal;entity_multi_word;resource_relative_api;timestamp_style_epoch_s,
3824,GEN-03709,generated,F5,SUCCESS,VALID,BOT,VALID,UPTIME-CHECKER@INFRA.EXAMPLE.INTERNAL,VALID,/metrics,VALID,20260623T125711,VALID,curl/8.4.0,VALID,-22.9044,VALID,-43.1502,VALID,2001:0db8:5cc0:40b7:6ce8:1dd2:b6cd:7171,VALID,Permitted,VALID,success,VALID,,coordinates_decimal;email_uppercase;ipv6_full;resource_relative_health;status_lowercase;timestamp_no_timezone;timestamp_style_compact,
3825,GEN-03710,generated,F1,SUCCESS,VALID,USER,VALID,grace_okafor@example.co.uk,VALID,/timesheets,VALID,2026-03-18T22:28:53Z,VALID,Safari/17.4.1,VALID,,MISSING,,MISSING,10.10.85.177,VALID,access granted,VALID,success,VALID,,email_multi_part_tld;resource_relative_portal;timestamp_style_iso_z,
3826,GEN-03711,generated,F5,SUCCESS,VALID,USER,VALID,hiro.garcia@corp.example.com,VALID,https://portal.corp.example.com/reports/q2,VALID,05-04-2026 18:59:23,VALID,MobileSafari/17.4.1,VALID,19.0785542,VALID,72.9082351,VALID,203.0.113.117,VALID,Permitted,VALID,ALLOWED,VALID,,ambiguous_day_month_order;coordinates_decimal;resource_https_portal;timestamp_no_timezone;timestamp_style_dmy_hms,
3827,GEN-03712,generated,F3,DECLINED,VALID,guest,VALID,guest_8876@example.com,VALID,/events/2026/registration,VALID,2026-04-25T14:30:18.116Z,VALID,null,PLACEHOLDER,12.9746542,VALID,77.6005094,VALID,2001:0db8:dba6:d5fb:eb4b:4e9c:4966:4908,VALID,permission denied,VALID,DENIED,VALID,,coordinates_decimal;coordinates_json_object;ipv6_full;resource_relative_public;syslog_rfc5424;timestamp_style_iso_ms_z,
3828,GEN-03713,generated,F2,SUCCESS,VALID,Admin,VALID,rahul.rossi61@corp.example.com,VALID,/admin/users?page=2,VALID,06/15/2026 08:13:14 AM,VALID,psql/16.2,VALID,18.5024,VALID,73.8183,VALID,192.0.2.110,VALID,successfully accessed,VALID,PASS,VALID,,coordinates_decimal;email_angle_wrapper;resource_relative_admin;sentence_template_A;timestamp_no_timezone;timestamp_style_us_12h,
3829,GEN-03714,generated,F5,NEUTRAL,VALID,-,PLACEHOLDER,,MISSING,/checkout,VALID,2026/04/29 14:02:42,VALID,MobileSafari/17.4.1,VALID,-23.5774,VALID,-46.6515,VALID,198.51.100.102,VALID,Server error,VALID,ERROR,VALID,,coordinates_decimal;resource_relative_shop;timestamp_no_timezone;timestamp_style_ymd_slash,
3830,GEN-03715,generated,F3,SUCCESS,VALID,user,VALID,SOFIA.NAIR@EXAMPLE.COM.AU,VALID,https://portal.corp.example.com/payslips,VALID,2026-06-21T15:50:00.477Z,VALID,,MISSING,12.982530,VALID,77.604760,VALID,203.0.113.103,VALID,login successful,VALID,200,VALID,,coordinates_decimal;coordinates_geojson_lon_lat_order;email_multi_part_tld;email_uppercase;resource_https_portal;status_numeric_json;syslog_rfc5424;timestamp_style_iso_ms_z,
3831,GEN-03716,generated,F1,NEUTRAL,VALID,USER,VALID,sneha8387@corp.example.com,VALID,https://portal.corp.example.com/reports/weekly?id=2333,VALID,2026-05-09T11:32:06+05:30,VALID,Edge/124.0.2478.67,VALID,,MISSING,-,PLACEHOLDER,192.168.236.135,VALID,Rate limited,VALID,THROTTLED,VALID,,compact_delimiters;empty_value;resource_https_portal;timestamp_style_iso_offset,
3832,GEN-03717,generated,F2,SUCCESS,VALID,Admin,VALID,ingrid.wilson63@corp.example.com,VALID,/admin/payroll/export,VALID,02/03/2026 07:00:18 AM,VALID,MobileSafari/17.4.1,VALID,N1.3296,VALID,E103.8020,VALID,::ffff:192.0.2.183,VALID,logged in to,VALID,SUCCESS,VALID,,ambiguous_day_month_order;coordinates_hemi_prefix;ipv6_ipv4_mapped;resource_relative_admin;sentence_template_A;timestamp_no_timezone;timestamp_style_us_12h,
3833,GEN-03718,generated,F1,DECLINED,VALID,USER,VALID,sneha-murphy@corp.example.com,VALID,/documents/policies?id=2429,VALID,2026-03-03T12:02:59+05:30,VALID,MobileSafari/17.4.1,VALID,13.0134,VALID,77.6237,VALID,198.51.100.212,VALID,Login failed,VALID,401,VALID,,coordinates_decimal;email_mailto_wrapper;field_order_varied;resource_relative_portal;timestamp_style_iso_offset,
3834,GEN-03719,generated,F1,SUCCESS,VALID,USER,VALID,-,PLACEHOLDER,https://portal.corp.example.com/reports/q2,VALID,2026-04-20T12:10:33Z,VALID,MobileSafari/17.4.1,VALID,"1°23'28.0""N",VALID,"103°49'30.7""E",VALID,203.0.113.52,VALID,Access granted,VALID,ALLOWED,VALID,,coordinates_dms;resource_https_portal;timestamp_style_iso_z,
3835,GEN-03720,generated,F3,DECLINED,VALID,api_client,VALID,null,PLACEHOLDER,https://api.example.com/api/v2/shipments?status=in_transit,VALID,Mar 22 15:11:51,VALID,Go-http-client/1.1,VALID,19.1079,VALID,72.8871,VALID,2001:db8:a528:eb12::4104,VALID,permission denied,VALID,DENIED,VALID,,coordinates_combined_string;coordinates_decimal;ipv6_compressed;json_spaced;resource_https_api;syslog_rfc3164;timestamp_no_timezone;timestamp_no_year;timestamp_style_syslog,
3836,GEN-03721,generated,F3,SUCCESS,VALID,customer,VALID,emma.fernandes@shop.example.org,VALID,/returns/77083,VALID,2026-02-03T07:23:23.824Z,VALID,Firefox/125.0,VALID,64.1207,VALID,-21.9569,VALID,192.0.2.101,VALID,authentication succeeded,VALID,200,VALID,,coordinates_decimal;coordinates_geojson_lon_lat_order;resource_relative_shop;status_numeric_json;syslog_rfc5424;timestamp_style_iso_ms_z,
3837,GEN-03722,generated,F2,SUCCESS,VALID,User,VALID,ethan.kulkarni+test@example.com.au,VALID,https://portal.corp.example.com:8443/reports/q1?id=5662,VALID,2026-04-14T21:35:04Z,VALID,Edge/124.0.2478.67,VALID,19.03593,VALID,72.85852,VALID,198.51.100.146,VALID,was allowed to access,VALID,SUCCESS,VALID,,coordinates_decimal;email_multi_part_tld;email_plus_tag;resource_https_portal;sentence_template_B;timestamp_style_iso_z,
3838,GEN-03723,generated,F4,SUCCESS,VALID,User,VALID,kenji.sharma@corp.example.com,VALID,/projects/alpha,VALID,2026-03-09 09:56:36.586,VALID,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",VALID,51.50005,VALID,-0.09066,VALID,203.0.113.19,VALID,Request allowed,VALID,200,VALID,,coordinates_decimal;coordinates_wkt_lon_lat_order;email_angle_wrapper;resource_relative_portal;timestamp_no_timezone;timestamp_style_space_ms;user_agent_full,
3839,GEN-03724,generated,F3,DECLINED,VALID,user,VALID,meera.ivanova@corp.example.com,VALID,,MISSING,Apr 28 07:20:41,VALID,Firefox/124.0.2,VALID,18.57,VALID,73.83,VALID,2001:db8:29ee:8aa3::6dd6,VALID,login failed,VALID,,MISSING,,coordinates_decimal;ipv6_compressed;json_spaced;syslog_rfc3164;timestamp_no_timezone;timestamp_no_year;timestamp_style_syslog,
3840,GEN-03725,generated,F2,SUCCESS,VALID,Guest,VALID,visitor.6250@guest.example.org,VALID,https://portal.corp.example.com/documents/policies,VALID,04/22/2026 06:23:21 AM,VALID,,MISSING,19.105513,VALID,72.850001,VALID,172.19.182.11,VALID,successfully accessed,VALID,PASS,VALID,,coordinates_decimal;resource_https_portal;resource_trailing_punctuation;sentence_template_C;timestamp_no_timezone;timestamp_style_us_12h,
3841,GEN-03726,generated,F1,DECLINED,VALID,ADMIN,VALID,isabela.okafor@corp.example.com,VALID,/admin/billing/export,VALID,2026-04-16T19:14:32Z,VALID,,MISSING,-22.903,VALID,-43.144,VALID,192.0.2.171,VALID,Access denied,VALID,DENIED,VALID,,compact_delimiters;coordinates_decimal;field_order_varied;resource_relative_admin;timestamp_style_iso_z,
3842,GEN-03727,generated,F1,SUCCESS,VALID,USER,VALID,,MISSING,,MISSING,2026-05-24 21:47:32,VALID,Chrome/124.0.6367.91,VALID,-33.9081957,VALID,151.2219223,VALID,192.168.9.21,VALID,ACCESS GRANTED,VALID,OK,VALID,,coordinates_decimal;empty_value;timestamp_no_timezone;timestamp_style_space,
