log_id,raw_log
4475,"2026-02-10T17:05:18.260Z | entity=User | email=ingrid.andersen@corp.example.com | event=Login successful | url=E:\HR\Contracts\2026\offer_72258.pdf | ip=2001:db8:96d2:76c4::f61d | lat=51.4987 | lon=-0.1556"
4476,"Jan 25 17:55:49 api-gw02 haproxy[7684]: {""entity"":""guest"",""email"":""guest_4235@example.com"",""resource"":""/catalog/items/89199"",""client"":""Edge/124.0.2478.67"",""src_ip"":""198.51.100.133"",""geo"":{""lat"":40.6846,""lng"":-73.9877},""action"":""allowed"",""outcome"":""ALLOWED""}"
4477,"07-02-2026 17:44;USER;ethan_joshi@corp.example.com;Safari/17.4.1;https://portal.corp.example.com/reports/q2;19.1177;72.8566;10.167.85.61;Declined by policy;REJECTED"
4478,"2026-06-02T01:46:30Z | entity=API_CLIENT | principal=api-client-8722@partners.example.net | action=Permission granted | resource=/api/v2/invoices?status=open&page=2 | tool=PostmanRuntime/7.37.0 | ip=198.51.100.186 | lat=-33.8675 | lng=151.1879 | status=ALLOWED"
4479,"2026-03-27 21:09:04 | entity_type=user | email=sneha.kulkarni@corp.example.com | event=Authentication failed | tool=Firefox/124.0.2 | ip=172.30.69.21 | lat=12.9803 | lon=77.6299 | status=FAIL"
4480,"192.168.191.119:43775 - - [2026-03-15 07:00:29.846] ""POST https://portal.corp.example.com/timesheets HTTP/2.0"" 403 11240 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.2478.67"" type=Guest user=<guest_9281@example.com> lat=51.509 lon=-0.171 msg=""Blocked by WAF policy"""
4481,"[2001:0db8:1819:a278:d459:b2d6:750d:b8db]:44556 - - [2026-04-17 11:15:13.058] ""GET /orders/92575 HTTP/2.0"" 401 15390 ""https://portal.corp.example.com/login"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"" type=Customer user=<lucas9290@customers.example.net> geo=NaN,73.8257 msg=""Login failed"""
4482,"2026-01-11T02:34:15Z | entity=SERVICE_ACCOUNT | principal=svc-billing-sync@infra.example.internal | event=""Unauthorized attempt"" | resource=\\fileserver01\it$\scripts\rotate_keys.ps1 | tool=psql/16.2 | ip=192.168.151.171 | lat=33°50'48.1""S | lon=151°14'03.5""E | result=REJECTED"
4483,"Mar  3 21:10:49 auth-gw02 guard[143]: {""entity_type"":""api_client"",""email"":null,""resource"":""ftp://files.example.net/export/q2%20final.csv"",""client"":""okhttp/4.12.0"",""src_ip"":""203.0.113.78"",""geo"":{""lat"":51.52522,""lng"":-0.08753},""msg"":""allowed"",""http_status"":200}"
4484,"192.0.2.74:11694 - - [2026-01-14 06:00:43.628] ""GET https://shop.example.org/orders/21159 HTTP/1.1"" 200 21767 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1"" type=Customer user=<noah.mensah@example.com> geo=-33.8683,151.2464 msg=""Request allowed"""
4485,"2026-05-03T05:38:28Z User <zara.smith@corp.example.com> was granted access to /documents/policies via Firefox/125.0 from 192.0.2.146 at 40°43'22.8""N 73°58'30.0""W [ALLOWED]"
4486,"1767396929 | entity_type=customer | email=lucas.smith@mail.example.co.uk | action=""Logout"" | resource=/cart | client=Firefox/125.0 | ip=192.0.2.100 | latitude=35.6977 | result=200"
4487,"20260413T004701;BOT;SYNTHETIC-PROBE@INFRA.EXAMPLE.INTERNAL;kube-probe/1.29;https://status.example.com/api/ping;19.11177;72.86551;172.29.210.225;ACCESS DENIED;BLOCKED"
4488,"<86>1 2026-02-08T18:29:01.620Z api-gw01 authd 309 AUDIT - {""level"":""info"",""entity_type"":""user"",""principal"":""NADIA.ANDERSEN@MAIL.EXAMPLE.ORG"",""resource"":""https://portal.corp.example.com/wiki/Onboarding"",""client"":""Firefox/124.0.2"",""src_ip"":""192.0.2.89"",""latitude"":35.6734,""longitude"":139.6037,""event"":""blocked by policy"",""http_status"":403}"
4489,"22-05-2026 18:19:11;NULL;svc-monitoring@infra.example.internal;terraform/1.7.2;https://vault.corp.example.com/secrets/staging;-1.2543;36.8655;192.168.133.143;ACCESS DENIED;FAILED"
4490,"2001:db8:1d3b:c25c::8f95 - - [11/Jun/2026:19:28:58 +0900] ""GET https://api.example.com/api/v2/orders/93859?expand=items HTTP/1.1"" 403 26991 ""-"" ""PostmanRuntime/7.37.0"" role=API Client user=<api-client-9859@partners.example.net> loc=POINT(139.6332 35.6705) msg=""Blocked by WAF policy"""
4491,"2026-04-17T20:58:46.171Z | email=elena_fernandes@example.com | action=""Login failed"" | path=/orders/81847 | client=MobileSafari/17.4.1 | src_ip=192.0.2.225 | lat=51.4692 | lon=-0.1016 | status=FAILED"
4492,"1781514124 | entity=ADMIN | email=arjun.rao@hq.example.net | action=Permission granted | url=/admin/audit | tool=Safari/17.4.1 | src_ip=198.51.100.209 | latitude=19.078214 | longitude=72.863279 | status=ALLOWED"
4493,"[23/Jan/2026:11:39:54 -0500] Customer vsato@customers.example.net attempted unauthorized access to https://shop.example.org/checkout from 192.0.2.69, location at 40°42'45.5""N 73°59'17.4""W, result 403 Forbidden"
4494,"Jan 26 25:61:21 api-gw02 haproxy[6502]: {""level"":""notice"",""entity_type"":""service_account"",""resource"":""s3://prod-backups/daily/2026-02-26/"",""tool"":""kubectl/v1.29.3"",""src_ip"":""2001:0db8:fe39:5d2e:4f67:0090:044b:3f18"",""geo"":{""lat"":51.5492,""lng"":-0.1169},""msg"":""rate limited"",""status"":429}"
4495,"2001:db8:93ca:ec38::a639 - - [2026-02-05 13:40:42.124] ""GET /leave/apply?id=2169 HTTP/2.0"" 200 45368 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"" type=USER user=<meera.ivanova64@example.co.uk> lat=-23.5720 lon=-46.6424 msg=""Request allowed"""
4496,"Mar 27 23:18:46 sso01 openvpn[4170]: {""entity_type"": ""customer"", ""user"": ""wjoshi@customers.example.net"", ""resource"": ""https://shop.example.org/account"", ""tool"": ""MobileSafari/17.4.1"", ""src_ip"": ""10.16.28.192"", ""latitude"": 19.08148, ""longitude"": 72.84077, ""event"": ""access denied"", ""outcome"": ""DENIED""}"
4497,"2026-04-27T17:42:55Z Customer noah.smith+billing@shop.example.org logged in to /returns/84375 from 192.0.2.54 using Firefox/125.0, result 302 Found"
4498,"2026-02-16T18:10:43.118Z | entity=USER | user=olivia.ivanova@corp.example.com | action=""Permission granted"" | resource=/calendar | tool=Chrome/123.0.6312.122 | ip=192.0.2.252 | lat=-23.5414 | lon=-46.6663"
4499,"[24/Apr/2026:11:29:18 +1000] User sneha.sharma@corp.example.com authenticated successfully to an unspecified resource via Chrome/124.0.6367.91 from 2001:db8:c60:9031::2f5d (loc: -33.90491, 151.22496) - status: OK"
4500,"Jan 31 14:45:21 sso02 authd[8699]: {""entity_type"":""user"",""principal"":""kenji.joshi+billing@corp.example.com"",""resource"":""/calendar"",""user_agent"":""Chrome/124.0.6367.91"",""src_ip"":""10.233.210.179"",""geo"":{""lat"":1.3946593,""lng"":103.7857761},""action"":""login successful"",""result"":""SUCCESS""}"
4501,"2026-01-05T07:21:32.125Z | entity=USER | email=KENJI.SILVA@CORP.EXAMPLE.COM | action=""Password reset requested"" | url=/profile/settings | tool=Firefox/125.0 | ip=203.0.113.51 | status=PENDING"
4502,"05/21/2026 06:56:37 PM - [EXPIRED] User daniel.kulkarni@corp.example.com connecting from 192.0.2.207 with Edge/124.0.2478.67 located (12.958199, 77.563776) had an expired session token for https://portal.corp.example.com/home."
4503,"[24/Apr/2026:22:16:53 +0900] User <nhaddad@corp.example.com> failed to authenticate to https://portal.corp.example.com/documents/policies via Chrome/124.0.6367.91 from 2001:db8:5196:bef7::6d33 (35.6795954, 139.6144389) - 401 Unauthorized"
4504,"2026-03-12T22:17:03.811+05:30 | email=kwame-desai@corp.example.com | action=""Access denied"" | path=https://portal.corp.example.com:8443/timesheets?id=6728 | client=Chrome/123.0.6312.122 | ip=10.57.61.207 | lat=19.0917 | lon=72.8675 | result=DENIED"
4505,"2026-01-22T10:18:10.776Z | entity=CUSTOMER | email=sofia.joshi+2026@example.com | action=Login failed | url=https://shop.example.org/returns/13096 | client=Chrome/123.0.6312.122 | ip=10.33.172.165 | lon=103.8006 | status=fail"
4506,"[25/Jan/2026:12:42:57 -0300] User rahul.dlamini@hq.example.net successfully accessed /reports/weekly via Chrome/124.0.6367.91 from 203.0.113.156 at -22.9388 212.9567 [ALLOWED]"
4507,"203.0.113.226 - - [22/Mar/2026:04:41:18 -0300] ""POST https://portal.corp.example.com/projects/alpha HTTP/1.1"" 200 9700 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15"" entity=User user=<sneha.menon@example.gov.in> geo=-22.9353,-43.1948 msg=""Request allowed"""
4508,"[16/Mar/2026:08:09:09 -0500] Admin olivia-fernandes@hq.example.net had an expired session token for https://admin.corp.example.com:8443/admin/users?page=6 from 192.0.2.213 using Chrome/123.0.6312.122, location [N40.6663 W74.0040], result TIMEOUT"
4509,"2026-04-21T07:08:13.603Z | entity=user | email=rahul.haddad42@corp.example.com | action=""Access denied"" | resource=https://portal.corp.example.com/leave/apply?id=8063 | client=Chrome/124.0.6367.91 | ip=172.19.164.92 | geo=40.728265,-74.041247 | outcome=403"
4510,"2026-05-10T04:28:24.284Z | entity=user | email=noah.sharma37@corp.example.com | action=Login failed | url=https://portal.corp.example.com/payslips#summary | tool=Chrome/123.0.6312.122 | ip=2001:db8:526a:19b8::8eea | latitude=13.012784 | longitude=77.582398 | status=fail"
4511,"[22/Feb/2026:14:49:45 +1000] [USER] ethan.patel@corp.example.com was granted access to https://portal.corp.example.com/calendar?id=1114 via Edge/124.0.2478.67 from 192.0.2.182 (-33.8881, 151.2585) [SUCCESS]"
4512,"10.118.145.85 - visitor.6852@guest.example.org [2026-03-08T09:28:30-03:00] ""GET /members/downloads HTTP/2.0"" 204 49497 ""https://sso.example.com/login"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0"" type=Guest loc=POINT(-43.1691 -22.9289) msg=""Access granted"""
4513,"2026-04-02T00:28:44Z | entity=USER | email=- | action=Permission granted | resource=/home | tool=Chrome/124.0.6367.91 | ip=203.0.113.188 | latitude=- | result=ALLOWED"
4514,"timestamp | entity | email | action | resource | tool | ip | lat | lon | status"
4515,"02-02-2026 03:25:24;USER;LGARCIA@EXAMPLE.COM.AU;Safari/17.4.1;https://portal.corp.example.com/timesheets;1°22'12.0""N;103°51'36.0""E;203.0.113.52;Permitted;ALLOWED"
4516,"12-03-2026 03:47:22;API_CLIENT;integration.lumen@partners.example.net;python-requests/2.31.0;/api/v2/invoices?status=open&page=7;19°07'30.0""N;72°54'11.5""E;203.0.113.251;Request blocked;BLOCKED"
4517,"2026-02-20T06:32:15Z User mateo.patel@corp.example.com authenticated successfully to https://portal.corp.example.com/home from 2001:db8:98e7:35eb::9b74 using MobileSafari/17.4.1, location (-22.9204, -43.1477), result 200 OK"
4518,"2026-06-23 01:23:07 | entity_type=USER | email=sofia.sharma+test@eu.corp.example.com | action=""Resource not found"" | resource=https://portal.corp.example.com/timesheets | agent=Safari/17.4.1 | ip=172.26.127.77 | latitude=19.06178 | longitude=72.89642 | status=NOT_FOUND"
4519,"2026-04-08T19:54:29-05:00 | entity=CUSTOMER | email=ethan.rao@example.com | action=""Login failed"" | url=https://shop.example.org/account | src_ip=198.51.100.205 | latitude=40.7061 | longitude=-74.0192 | result=FAILED"
4520,"06/11/2026 10:22:41 PM - Admin ""Chen Okafor"" <CHEN.OKAFOR@CORP.EXAMPLE.COM> was refused access to an unspecified resource via Chrome/123.0.6312.122 from 192.168.103.129 at lat 12.9861 lon 77.6301 [FAILED]"
4521,"06/21/2026 11:55:39 AM - User wei.joshi@corp.example.com was granted access to https://portal.corp.example.com/documents/policies via Firefox/124.0.2 from 203.0.113.169 (12.98292, 77.57981) - 200 OK"
4522,"203.0.113.175:26401 - - [11/Feb/2026:10:25:27 -0500] ""GET /catalog/items/87963 HTTP/1.1"" 401 1031 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"" entity=GUEST user=<visitor.8386@guest.example.org> loc=POINT(-73.9853 40.6720) msg=""Unauthorized"""
4523,"[01/Jan/2026:18:45:41 -0300] [FAILED] API Client integration.redwood@partners.example.net connecting from 198.51.100.196 with insomnia/8.6.1 located (-23.5035, -46.6058) was denied access to /api/v1/users/74353/roles."
4524,"08-04-2026 01:45:26;GUEST;VISITOR.8524@GUEST.EXAMPLE.ORG;Chrome/124.0.6367.91;https://portal.corp.example.com/dashboard;-23.54683;-46.60001;2001:db8:349f:ccbf::2077;Access granted;success"
4525,"[2001:db8:51ce:f682::2d5f]:64388 - - [2026-05-31 10:06:48.309] ""GET https://artifacts.example.internal/releases/9.4.7.42/app-9.4.7.42.zip HTTP/1.1"" 200 31002 ""https://sso.example.com/login"" ""OpenSSH_9.6p1"" type=SERVICE_ACCOUNT loc=POINT(77.6049 12.9592) msg=""Login successful"""
4526,"[29/Mar/2026:14:18:51 +0530] User priya.kulkarni@corp.example.com was refused access to https://portal.corp.example.com/calendar?id=7406 via MobileSafari/17.4.1 from 192.0.2.122:33863 (loc: 18.56788, 73.90060) - status: FAILED"
4527,"192.168.181.75 - - [14/Jun/2026:13:43:04 +1000] ""POST /wishlist HTTP/1.1"" 200 33664 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1"" type=Customer user=<vikram.dlamini@example.com> loc=POINT(151.206 -33.832) msg=""Login successful"""
4528,"192.168.187.210:37412 - - [2026-01-23 03:08:47.613] ""GET https://shop.example.org/orders/58234 HTTP/1.1"" - 42213 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"" role=Customer user=<zara_zhang@example.com> loc=POINT(-74.0419 40.6853) msg=""Blocked by WAF policy"""
4529,"2026-01-14T00:51:32+00:00 | entity=BOT | principal=bot-monitor@infra.example.internal | action=""access granted"" | url=https://status.example.com/api/ping | tool=Wget/1.21.4 | ip=10.136.245.176 | latitude=51.47375 | longitude=-0.16618 | result=204"
4530,"2026-05-09 19:16:06 | entity=USER | status=SUCCESS | action=ACCESS GRANTED | ip=2001:0db8:1589:9f95:4f9a:1173:69e4:f751 | tool=Firefox/125.0 | lat=19.110845 | email=mateo8955@example.com | lon=72.839935 | url=/reports/weekly"
4531,"[30/Jan/2026:12:41:28 +0000] User fatima_brown@corp.example.com authenticated successfully to /timesheets via MobileSafari/17.4.1 from 198.51.100.197 at lat 51.5037 lon -0.0852 - status: ok"
4532,"2026-02-03T17:02:24+09:00 | entity=USER | email=<omar.iyer15@corp.example.com> | event=""Login successful"" | resource=/documents/policies | tool=Safari/17.4.1 | client_ip=203.0.113.196 | lat=35.6947 | lon=139.6105"
4533,"Mar 25 07:59:45 auth-gw02 gatekeeper[4438]: {""principal_type"": ""user"", ""user"": ""fatima.smith71@eu.corp.example.com"", ""resource"": ""/payslips"", ""user_agent"": ""Safari/17.4.1"", ""remote_addr"": ""192.0.2.80"", ""latitude"": 35.7238, ""longitude"": 139.6504, ""event"": ""authentication succeeded"", ""result"": ""ok""}"
4534,"Apr 27 02:04:55 auth-gw02 haproxy[2361]: {""email"":""sneha.li73@corp.example.com"",""resource"":""https://admin.corp.example.com/admin/payroll/export"",""tool"":""Firefox/124.0.2"",""src_ip"":""2001:db8:9f69:8105::9fcb"",""latitude"":-1.2944,""longitude"":36.7869,""msg"":""blocked by policy"",""http_status"":403}"
4535,"<86>1 2026-06-21T04:31:30.435Z api-gw02 guard 578 ACCESS - {""level"":""info"",""entity_type"":""customer"",""principal"":""kavya.wilson@shop.example.org"",""resource"":""/returns/55118"",""tool"":""Chrome/123.0.6312.122"",""ip"":""192.168.68.124"",""geometry"":{""type"":""Point"",""coordinates"":[77.5995,12.9402]},""msg"":""permitted"",""status"":""SUCCESS""}"
4536,"13/15/2026 01:22:47 PM - Customer ""Isabela Ivanova"" <isabela.ivanova@mail.example.co.uk> was granted access to https://shop.example.org/returns/7669 via MobileSafari/17.4.1 from 2001:0db8:d410:9991:9862:5461:62d0:e70b at 18°31'32.8""N 73°51'54.3""E"
4537,"172.24.79.242:8555 - svc-monitoring@infra.example.internal [2026-03-08T02:09:32+05:30] ""GET https://artifacts.example.internal/releases/2.15.9.44/app-2.15.9.44.zip HTTP/1.1"" 403 9550 ""-"" ""terraform/1.7.2"" type=Service Account lat=19.09368 lon=72.82821 msg=""Blocked by WAF policy"""
4538,"01/02/2026 11:39:13 AM - User emma.rao+test@mail.example.org successfully accessed /profile/settings from ::ffff:192.0.2.70 using Chrome/123.0.6312.122, location (35.64118, 139.66527), result 200 OK"
4539,"2026-05-10T11:07:45Z | status=FAIL | action=""Authentication failed"" | ip=172.28.237.172 | lon=103°51'01.4""E | lat=1°18'57.2""N | tool=Chrome/123.0.6312.122 | email=zara5915@mail.example.co.uk | url=/checkout"
4540,"2026-03-07T23:44:43+08:00 | entity_type=User | user=mateo.rao@example.com.au | action=Login successful | resource=/home | client=Chrome/124.0.6367.91 | ip=192.0.2.91 | lat=1,3185 | lng=103,8182 | status=SUCCESS"
4541,"172.19.78.194 - svc-deploy@infra.example.internal [26/May/2026:03:19:58 +0530] ""PUT https://vault.corp.example.com/secrets/dev HTTP/2.0"" 302 - ""https://sso.example.com/login"" ""-"" type=SERVICE_ACCOUNT geo=19.04729,72.88790 msg=""Login successful"""
4542,"2001:db8::dc94 - - [15/Apr/2026:16:35:23 +0530] ""-"" 302 16010 ""-"" ""-"" type=CUSTOMER user=<fatima.patel@mail.example.co.uk> loc=POINT(77.624053 12.956818) msg=""Login successful"""
4543,"04/10/2026 06:24:10 AM - [OK] Customer emma.smith+billing@customers.example.net connecting from 172.17.184.158 with Firefox/124.0.2 located (51.467887, -0.128534) was allowed to access /returns/31625."
4544,"198.51.100.133:24471 - - [2026-03-17 15:02:30.718] ""POST /account HTTP/2.0"" - - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0"" lat=19.06115 lon=72.91888 msg=""Access granted"""
4545,"203.0.113.72 - - [2026-03-17 05:52:42.314] ""PUT https://api.example.com/api/v2/search?q=annual%20report%202025 HTTP/1.1"" 200 16696 ""-"" ""Go-http-client/1.1"" user=<integration.lumen@partners.example.net> lat=1.3277 lon=103.7942 msg=""Request allowed"""
4546,"TIMESTAMP;ENTITY_TYPE;EMAIL;TOOL;RESOURCE;LATITUDE;LONGITUDE;IP_ADDRESS;ACTION;STATUS"
4547,"2026-03-19T20:51:10Z [API_CLIENT] integration.cobalt@partners.example.net requested a missing resource /api/v2/shipments?status=in_transit via okhttp/4.12.0 from 2001:db8:e2a0:e154::4b09 (-22.88102, -43.12641) [NOT_FOUND]"
4548,"<110>1 2026-04-02T06:09:55.911Z lb01 openvpn 2486 AUDIT - {""level"":""info"",""entity"":""api_client"",""user"":""api-client-1364@partners.example.net"",""target"":""ftp://files.example.net/outbound/batch_518.zip"",""user_agent"":""Go-http-client/1.1"",""src_ip"":""192.0.2.233"",""geometry"":{""type"":""Point"",""coordinates"":[-43.1892,-22.9440]},""msg"":""access granted"",""outcome"":""OK""}"
4549,"Apr  8 15:43:07 k8s-api01 openvpn[9856]: {""entity_type"":""customer"",""user"":""hiro.nair@example.com"",""resource"":""https://shop.example.org/returns/4128"",""user_agent"":""Chrome/123.0.6312.122"",""src_ip"":""172.31.1.160"",""latitude"":40.742017,""longitude"":-74.031951,""msg"":""authentication failed"",""status"":""FAILED""}"
4550,"Mar 31 21:20:01 k8s-api01 guard[1067]: {""user"":""amara.kulkarni@corp.example.com"",""resource"":""/admin/billing/export"",""tool"":""Chrome/123.0.6312.122"",""ip"":""2001:db8:15e9:c3b6::960"",""geo"":{""lat"":18.4740,""lng"":73.9036},""msg"":""authentication succeeded"",""http_status"":302}"
4551,"2026-01-29T17:25:59Z Service Account svc-backup@infra.example.internal was allowed to access https://artifacts.example.internal/releases/2.2.3.98/app-2.2.3.98.zip from 192.168.218.15 using aws-cli/2.15.0, location (12.93303, 77.62730), result 200 OK"
4552,"Jun 20 16:41:23 auth-gw02 guard[4479]: {""entity"": ""service_account"", ""user"": ""svc-monitoring@infra.example.internal"", ""resource"": ""https://vault.corp.example.com/secrets/dev"", ""tool"": ""python-requests/2.31.0"", ""src_ip"": ""10.118.221.195"", ""latitude"": 35.69533, ""longitude"": 139.62118, ""event"": ""allowed"", ""status"": 200}"
4553,"2026-01-23T02:33:44+05:30 | entity_type=user | principal=grace-rao@eu.corp.example.com | event=""Authenticated successfully"" | url=/projects/alpha | tool=Edge/124.0.2478.67 | ip=203.0.113.56 | latitude=19.1240 | longitude=72.8643 | outcome=200"
4554,"[15/Feb/2026:22:29:45 +0000] [BLOCKED] [USER] isabela_santos@corp.example.com connecting from 10.34.149.121 with MobileSafari/17.4.1 located (loc: 51.5154, -0.1457) was refused access to https://portal.corp.example.com/reports/q2."
4555,"2026-01-20T20:46:50Z [FAILED] Customer arjun.joshi@example.com connecting from 10.103.202.13 with Chrome/124.0.6367.91 located (13.0027, 77.5691) was refused access to /orders/52891."
4556,"2026-01-15T23:57:22Z | entity=guest | email=visitor.3258@guest.example.org | event=""Logout"" | url=https://portal.corp.example.com/reports/q1?id=9122 | tool=Chrome/124.0.6367.91 | src_ip=198.51.100.108 | geo=-22.944179,-43.195533 | status="
4557,"[31/May/2026:10:04:29 +0800] Service Account svc-deploy@infra.example.internal. authenticated successfully to s3://prod-backups/daily/2026-04-17/ from 172.23.55.13 using python-requests/2.31.0, location (loc: 1.3476, 103.8493), result 200 OK"
4558,"1782182703 | email=guest_8541@example.com | entity=GUEST | action=""Authentication failed"" | url=https://portal.corp.example.com/wiki/Onboarding?id=1260 | status=FAILED | lon=-43.1999 | ip=192.168.44.133 | lat=-22.8631 | tool=Chrome/123.0.6312.122"
4559,"May 21 06:05:03 vpn01 gatekeeper[2562]: {""entity"":""bot"",""user"":""synthetic-probe@infra.example.internal"",""target"":""http://10.20.0.99:8080/actuator/health"",""tool"":""Prometheus/2.51.1"",""remote_addr"":""2001:db8:d001:8a9b::79da"",""latitude"":18.5577,""longitude"":73.8565,""event"":""authentication succeeded"",""http_status"":200}"
4560,"<38>1 2026-05-11T21:02:40.008Z sso02 haproxy 6004 AUDIT - {""level"":""notice"",""entity_type"":""user"",""user"":""SNEHA.JOSHI@EXAMPLE.COM.AU"",""resource"":""/calendar"",""tool"":""Safari/17.4.1"",""remote_addr"":""10.138.119.34"",""location"":""-33.8893122,151.1721978"",""action"":""request permitted"",""status"":200}"
4561,"10.8.60.155:45376 - mateo.iyer@corp.example.com [08/Jan/2026:19:59:38 +0530] ""PUT /reports/q1 HTTP/1.1"" 401 48264 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0"" role=USER loc=POINT(73.8347951 18.5273694) msg=""Unauthorized"""
4562,"Jan  1 05:49:20 sso02 haproxy[948]: {""entity"": ""user"", ""user"": ""meera.rossi9@corp.example.com"", ""resource"": ""https://portal.corp.example.com/profile/settings"", ""tool"": ""Chrome/123.0.6312.122"", ""ip"": ""10.5.237.18"", ""geo"": {""lat"": -22.8712, ""lng"": -43.1964}, ""event"": ""allowed"", ""http_status"": 200}"
4563,"10.170.10.13:45177 - ci-runner-17@build.example.internal [2026-05-23T07:33:01-03:00] ""POST https://vault.corp.example.com/secrets/dev HTTP/1.1"" 401 33440 ""-"" ""python-requests/2.31.0"" entity=Service Account lat=-23.5604 lon=-46.6015 msg=""Login failed"""
4564,"2026-06-03T02:59:50Z [OK] [ADMIN] <kdlamini@hq.example.net> connecting from 192.0.2.218 with Firefox/125.0 located at 12°58'57.7""N 77°37'34.3""E logged in to https://admin.corp.example.com/iam/roles."
4565,"30-05-2026 13:00:33;CUSTOMER;LROSSI@MAIL.EXAMPLE.CO.UK;;https://shop.example.org/wishlist;51.4984 N;0.1146 W;10.151.230.4;LOGIN OK;OK"
4566,"192.0.2.199:25423 - - [2026-01-23 13:15:33.635] ""-"" - 12980 ""-"" ""-"" type=API_CLIENT user=<integration.bluefin@partners.example.net> geo=18.5466,73.8290 msg=""Request allowed"""
4567,"14-06-2026 23:08;ADMIN;AISHA.SILVA20@CORP.EXAMPLE.COM;Chrome/124.0.6367.91;postgres://billing.example.internal:5432/ledger?sslmode=require;19.03814 N;72.83068 E;203.0.113.155;Login successful;OK"
4568,"2026-06-12T25:61:54+05:30 | entity_type=customer | user=vikram.khan@example.com | action=""Login successful"" | resource=/account | tool=MobileSafari/17.4.1 | ip=192.0.2.189 | lat=18.534894 | lng=73.903658 | status=SUCCESS"
4569,"1780721533 | entity=API_CLIENT | email=api-client-5705@partners.example.net | action=Unauthorized attempt | resource=/api/v1/users/64091/roles | tool=okhttp/4.12.0 | src_ip=192.0.2.216 | lat=19.1139 | lon=72.9204 | status=REJECTED"
4570,"203.0.113.180 - guest_2123@example.com. [23/May/2026:02:01:17 -0500] ""GET /members/downloads HTTP/1.1"" 200 34052 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15"" type=GUEST lat=40.67743 msg=""Access granted"""
4571,"2026/02/12 21:01:47;CUSTOMER;;Chrome/123.0.6312.122;/checkout;51.515733;-0.106529;192.168.121.165;Request blocked;DENIED"
4572,"[06/Jan/2026:21:11:55 +0530] Customer <wei.andersen+2026@example.com> failed to authenticate to https://shop.example.org/cart from 10.170.246.162, location (loc: 12.94, 77.59), result FAIL"
4573,"May  7 09:22:38 k8s-api01 gatekeeper[5351]: {""level"":""warn"",""entity_type"":""user"",""user"":""mateo.iyer@corp.example.com"",""target"":""/projects/alpha?id=5062"",""tool"":""MobileSafari/17.4.1"",""remote_addr"":""10.213.7.143"",""location"":""51.524630,-0.169407"",""msg"":""login successful"",""result"":""SUCCESS""}"
4574,"2026-05-06 22:10:04 | type=USER | user=wei.zhang+billing@corp.example.com | action=Permission granted | resource=/documents/policies?id=4631 | tool=Firefox/124.0.2 | src_ip=203.0.113.196 | lat=18.4726 | lng=73.8690 | status=200"
4575,"192.168.182.134:59394 - bot-monitor@infra.example.internal [17/Jan/2026:16:52:50 +0530] ""POST http://10.20.0.236:8080/actuator/health HTTP/1.1"" 403 4386 ""https://portal.corp.example.com/login"" ""curl/8.4.0"" type=Bot lon=77.626 msg=""Forbidden"""
4576,"04/06/2026 07:55:02 AM - <guest_1981@example.com> successfully accessed /catalog/items/17755 via Chrome/123.0.6312.122 from 172.22.209.210 [N40.7299 W73.9733] - status: SUCCESS"
4577,"20260407T105823;CUSTOMER;kzhang@shop.example.org;N/A;/cart;12.9394;77.5850;192.0.2.91;Access declined;failed"
4578,"2026-05-25T05:53:22Z [SUCCESS] Customer omar.rossi@mail.example.co.uk connecting from 192.0.2.200:48515 with Safari/17.4.1 located (loc: -23.5317, -46.6397) logged out of https://shop.example.org/cart."
